CUST_ID,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,CITY_TIER,EDUCATION,HOUSE_OWNERSHIP,DEPENDENTS,MOBILE_PHONE,EMAIL_SUBSCRIBED,LOYALTY_CARD,REGION
C11494,60,Male,Married,Salaried,2793217,Metro,Graduate,Rent,2,Yes,Yes,Silver,West
C11495,31,Male,Single,Unemployed,2999709,Rural,Graduate,Family,4,Yes,Yes,None,West
C11496,56,Male,Single,Salaried,2530453,Semi-Urban,Postgraduate,Rent,2,Yes,Yes,None,Central
C11497,69,Female,Married,Self-Employed,2611700,Rural,Professional,Own,3,Yes,No,Silver,South
C11498,59,Male,Single,Self-Employed,325210,Metro,Graduate,Own,1,Yes,Yes,Silver,North
C11499,60,Female,Married,Salaried,2058950,Urban,Professional,Own,1,Yes,Yes,None,Central
C11500,55,Male,Single,Self-Employed,1186432,Semi-Urban,Graduate,Rent,4,Yes,No,Silver,North
C11501,54,Female,Married,Salaried,1922937,Metro,High School,Own,3,Yes,Yes,Gold,North
C11502,67,Female,Married,Salaried,2850136,Semi-Urban,Professional,Own,1,Yes,Yes,Silver,East
C11503,44,Female,Married,Salaried,611527,Urban,Graduate,Own,4,Yes,Yes,Silver,East
C11504,42,Male,Single,Retired,1144624,Urban,Graduate,Rent,2,Yes,Yes,Silver,South
C11505,25,Male,Married,Salaried,222642,Semi-Urban,Professional,Rent,3,Yes,No,None,South
C11506,53,Male,Widowed,Self-Employed,285639,Urban,Postgraduate,Family,1,No,Yes,Gold,West
C11507,56,Male,Married,Self-Employed,1981337,Semi-Urban,Professional,Rent,3,Yes,Yes,Silver,South
C11508,67,Female,Single,Salaried,1182748,Rural,Graduate,Own,1,Yes,Yes,Silver,South
C11509,40,Female,Single,Salaried,2634575,Urban,Professional,Own,1,Yes,Yes,None,East
C11510,39,Female,Single,Self-Employed,365522,Urban,Postgraduate,Rent,3,Yes,Yes,Platinum,Central
C11511,55,Male,Single,Unemployed,1461952,Semi-Urban,Postgraduate,Rent,1,Yes,Yes,Gold,East
C11512,63,Female,Married,Salaried,2409185,Metro,Graduate,Rent,2,Yes,Yes,Silver,South
C11513,37,Female,Married,Salaried,2529564,Metro,Graduate,Family,4,Yes,Yes,Gold,West
C11514,65,Female,Single,Student,1717786,Urban,Graduate,Rent,0,Yes,Yes,Gold,West
C11515,63,Male,Single,Salaried,1534127,Semi-Urban,Postgraduate,Rent,3,Yes,No,Silver,West
C11516,54,Male,Single,Salaried,2039453,Semi-Urban,Postgraduate,Family,3,Yes,No,Silver,East
C11517,29,Male,Divorced,Salaried,1986245,Rural,Graduate,Own,4,Yes,Yes,Silver,West
C11518,46,Female,Married,Salaried,2721464,Rural,Postgraduate,Own,2,Yes,No,Silver,South
C11519,22,Female,Married,Salaried,841089,Rural,Postgraduate,Family,0,Yes,Yes,Silver,East
C11520,29,Male,Married,Self-Employed,396557,Urban,Postgraduate,Own,2,Yes,No,None,South
C11522,29,Male,Married,Unemployed,550215,Urban,Graduate,Rent,3,No,Yes,Platinum,Central
C11523,60,Female,Single,Salaried,2626562,Urban,Graduate,Own,0,Yes,No,Gold,South
C11524,37,Female,Single,Self-Employed,656418,Semi-Urban,Postgraduate,Own,1,Yes,Yes,Silver,Central
C11526,21,Male,Married,Salaried,2882906,Urban,Professional,Rent,3,Yes,Yes,None,Central
C11527,45,Female,Married,Retired,2776673,Semi-Urban,Graduate,Rent,2,Yes,Yes,Silver,North
C11528,63,Other,Single,Self-Employed,335195,Rural,Doctorate,Own,4,Yes,Yes,Gold,North
C11529,60,Female,Single,Self-Employed,661982,Metro,Graduate,Own,1,Yes,No,Silver,South
C11530,62,Male,Single,Student,440784,Metro,Graduate,Own,0,Yes,Yes,Platinum,Central
C11531,45,Female,Married,Salaried,2151465,Urban,Graduate,Own,3,Yes,No,Silver,East
C11532,59,Female,Married,Salaried,2731435,Rural,Graduate,Family,4,No,Yes,Gold,East
C11533,55,Male,Divorced,Salaried,579318,Metro,Graduate,Own,4,Yes,Yes,Silver,West
C11534,23,Female,Single,Salaried,2633800,Rural,Graduate,Rent,2,Yes,Yes,Gold,West
C11536,57,Female,Single,Salaried,1179933,Rural,Graduate,Own,4,Yes,Yes,Silver,East
C11537,64,Female,Single,Self-Employed,517317,Metro,Graduate,Rent,2,Yes,Yes,Gold,North
C11538,64,Male,Married,Student,2831565,Rural,High School,Family,0,Yes,Yes,Silver,Central
C11539,50,Female,Married,Salaried,2974942,Metro,Doctorate,Own,3,Yes,No,Platinum,South
C11540,58,Female,Married,Salaried,2895605,Urban,Postgraduate,Rent,0,Yes,Yes,Platinum,East
C11541,54,Male,Single,Salaried,1519946,Urban,Professional,Own,2,Yes,No,Platinum,East
C11542,32,Female,Married,Self-Employed,1642433,Rural,Graduate,Own,0,Yes,No,Silver,North
C11543,39,Female,Divorced,Salaried,2595238,Urban,Graduate,Own,3,No,No,Silver,West
C11544,57,Female,Divorced,Salaried,2511952,Urban,Professional,Own,3,Yes,Yes,Silver,Central
C11545,64,Male,Widowed,Salaried,1514595,Semi-Urban,Doctorate,Rent,4,Yes,Yes,Silver,South
C11546,69,Female,Married,Self-Employed,2231402,Urban,Professional,Rent,2,Yes,Yes,Silver,North
C11547,37,Male,Divorced,Salaried,1710176,Urban,Postgraduate,Rent,0,Yes,Yes,None,West
C11548,30,Male,Single,Unemployed,871437,Rural,Graduate,Family,4,Yes,Yes,None,South
C11549,69,Female,Single,Salaried,1112229,Metro,Postgraduate,Own,4,Yes,Yes,Silver,South
C11550,67,Male,Single,Self-Employed,796886,Urban,Postgraduate,Family,0,Yes,Yes,Silver,North
C11551,32,Female,Married,Salaried,701434,Metro,Professional,Rent,2,Yes,Yes,Gold,South
C11552,36,Male,Divorced,Salaried,2647536,Semi-Urban,Graduate,Family,2,Yes,Yes,Silver,West
C11553,44,Male,Single,Salaried,1696906,Metro,Graduate,Own,3,Yes,Yes,Silver,East
C11554,39,Male,Married,Salaried,2194485,Metro,Graduate,Own,2,Yes,Yes,None,West
C11555,28,Other,Married,Salaried,801798,Rural,Graduate,Own,4,Yes,Yes,Silver,North
C11556,51,Female,Divorced,Salaried,1120423,Urban,Postgraduate,Own,3,Yes,Yes,Platinum,South
C11557,41,Female,Married,Student,1582888,Semi-Urban,Professional,Own,1,Yes,Yes,Silver,East
C11558,37,Male,Widowed,Salaried,1060892,Rural,Graduate,Rent,3,Yes,Yes,Silver,Central
C11559,43,Male,Single,Self-Employed,2229848,Urban,Graduate,Rent,4,Yes,Yes,Gold,West
C11560,57,Other,Single,Self-Employed,2865350,Metro,Graduate,Own,0,Yes,Yes,Gold,Central
C11561,36,Male,Married,Salaried,2014392,Metro,Graduate,Own,0,Yes,Yes,Silver,North
C11562,26,Male,Single,Salaried,2069013,Semi-Urban,Postgraduate,Rent,0,Yes,Yes,None,North
C11563,28,Female,Single,Student,283400,Metro,Graduate,Own,4,Yes,Yes,None,Central
C11564,45,Male,Married,Salaried,2165642,Semi-Urban,Graduate,Rent,3,Yes,Yes,Silver,East
C11565,38,Female,Married,Self-Employed,1058865,Urban,Professional,Own,0,Yes,Yes,Gold,South
C11566,45,Female,Married,Self-Employed,2859837,Urban,Graduate,Family,2,Yes,Yes,Silver,Central
C11567,32,Male,Single,Salaried,2250735,Metro,Graduate,Own,1,Yes,No,Gold,East
C11568,35,Male,Married,Salaried,223670,Urban,Doctorate,Family,0,Yes,Yes,Silver,South
C11569,46,Male,Single,Self-Employed,1390599,Metro,Professional,Own,0,Yes,Yes,Silver,Central
C11570,61,Female,Single,Salaried,2492293,Urban,Professional,Own,1,Yes,Yes,None,Central
C11571,65,Female,Married,Salaried,910712,Semi-Urban,Graduate,Own,2,Yes,No,Silver,North
C11572,46,Male,Single,Self-Employed,1851769,Metro,Professional,Own,1,Yes,Yes,Gold,North
C11573,67,Male,Single,Salaried,2052210,Rural,Graduate,Family,0,Yes,Yes,None,West
C11574,52,Female,Married,Salaried,207188,Urban,Graduate,Rent,0,Yes,Yes,Silver,South
C11575,30,Female,Single,Retired,2088334,Metro,Doctorate,Own,3,Yes,Yes,Platinum,South
C11576,36,Male,Widowed,Salaried,869495,Rural,Graduate,Own,4,Yes,No,Platinum,South
C11577,27,Male,Married,Self-Employed,1380206,Urban,Professional,Own,3,Yes,Yes,None,East
C11578,37,Male,Widowed,Salaried,1956021,Urban,High School,Rent,3,Yes,Yes,Silver,Central
C11579,43,Female,Single,Self-Employed,2540522,Metro,Graduate,Rent,3,Yes,Yes,None,West
C11580,46,Other,Married,Retired,226195,Urban,High School,Rent,3,Yes,Yes,Silver,South
C11581,41,Male,Single,Salaried,1796079,Semi-Urban,Professional,Rent,3,Yes,No,None,West
C11582,42,Female,Married,Self-Employed,2303101,Metro,High School,Family,2,Yes,Yes,Silver,East
C11583,27,Male,Single,Self-Employed,1551131,Urban,Postgraduate,Own,4,Yes,Yes,Silver,North
C11585,34,Male,Single,Salaried,2477445,Semi-Urban,Postgraduate,Family,4,Yes,Yes,None,West
C11586,35,Male,Divorced,Self-Employed,1509058,Metro,Postgraduate,Own,4,Yes,No,Silver,Central
C11587,27,Female,Single,Retired,2675173,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Silver,East
C11588,29,Female,Single,Salaried,1841302,Metro,High School,Rent,2,Yes,Yes,None,East
C11589,68,Female,Single,Salaried,524665,Metro,Graduate,Own,2,Yes,Yes,None,West
C11590,28,Male,Married,Salaried,2245378,Rural,Graduate,Rent,0,Yes,Yes,Silver,South
C11591,43,Male,Single,Salaried,1924660,Metro,Doctorate,Own,4,Yes,Yes,Gold,East
C11592,49,Male,Married,Salaried,1456492,Semi-Urban,Postgraduate,Family,1,Yes,Yes,Silver,North
C11593,38,Female,Single,Salaried,2892871,Semi-Urban,Postgraduate,Own,3,No,No,Platinum,East
C11594,51,Male,Married,Student,1878718,Urban,Graduate,Family,0,No,Yes,Platinum,Central
C11595,50,Female,Married,Salaried,2581377,Urban,Professional,Rent,0,Yes,Yes,Silver,North
C11596,59,Male,Married,Salaried,2268294,Metro,High School,Own,3,Yes,No,Silver,West
C11597,55,Male,Married,Salaried,2426960,Semi-Urban,Graduate,Own,0,No,Yes,Gold,South
C11598,38,Male,Single,Salaried,1074336,Rural,Postgraduate,Own,2,Yes,Yes,Silver,North
C11599,62,Male,Single,Self-Employed,1643947,Metro,Graduate,Rent,0,Yes,Yes,Silver,West
C11600,59,Male,Single,Student,1147407,Urban,Graduate,Family,4,Yes,Yes,Silver,North
C11601,37,Male,Married,Student,327277,Urban,Graduate,Own,4,Yes,Yes,Gold,South
C11602,34,Female,Married,Student,2474733,Metro,Graduate,Own,1,Yes,Yes,Silver,Central
C11603,51,Female,Divorced,Salaried,677051,Semi-Urban,Graduate,Rent,4,Yes,Yes,None,East
C11604,44,Male,Single,Student,1738575,Semi-Urban,Graduate,Own,3,Yes,Yes,Platinum,East
C11605,55,Male,Married,Self-Employed,2196181,Metro,Graduate,Own,3,Yes,Yes,Silver,South
C11606,64,Male,Married,Salaried,2030621,Urban,Professional,Rent,4,Yes,No,Gold,South
C11607,65,Male,Married,Retired,2425079,Urban,Graduate,Own,2,Yes,Yes,Platinum,North
C11608,54,Male,Divorced,Salaried,1786105,Metro,Professional,Own,4,Yes,Yes,Silver,East
C11609,23,Female,Single,Salaried,2123995,Semi-Urban,High School,Family,2,Yes,No,Silver,East
C11610,57,Male,Single,Self-Employed,2548176,Metro,Graduate,Own,3,Yes,Yes,None,South
C11611,63,Male,Married,Self-Employed,2450403,Urban,High School,Rent,4,Yes,Yes,Silver,West
C11612,60,Male,Single,Self-Employed,1078091,Urban,Graduate,Own,1,Yes,Yes,Silver,West
C11613,46,Male,Single,Retired,1820529,Urban,High School,Own,3,Yes,Yes,Silver,Central
C11614,43,Female,Single,Salaried,1777319,Metro,Postgraduate,Rent,1,Yes,Yes,Silver,South
C11615,64,Male,Single,Self-Employed,2337611,Rural,High School,Own,3,Yes,Yes,Gold,Central
C11616,59,Male,Married,Salaried,1309475,Rural,Graduate,Own,0,Yes,No,Gold,South
C11617,35,Female,Single,Self-Employed,217597,Urban,Graduate,Rent,0,Yes,Yes,Silver,South
C11618,69,Male,Married,Salaried,2799004,Metro,Graduate,Own,0,Yes,Yes,Silver,South
C11619,24,Female,Married,Salaried,1519772,Rural,Postgraduate,Rent,1,Yes,Yes,Silver,East
C11621,49,Female,Married,Self-Employed,2535709,Rural,Graduate,Own,2,Yes,Yes,Silver,East
C11622,42,Male,Widowed,Salaried,2801443,Semi-Urban,Graduate,Own,3,Yes,Yes,Platinum,Central
C11623,45,Female,Single,Salaried,1808555,Urban,Professional,Own,0,Yes,Yes,Platinum,North
C11624,33,Male,Widowed,Salaried,2615829,Metro,Postgraduate,Rent,1,Yes,No,Platinum,North
C11625,38,Female,Married,Self-Employed,1357449,Metro,High School,Rent,3,Yes,Yes,Silver,North
C11626,53,Male,Married,Retired,214206,Metro,Graduate,Own,0,Yes,Yes,Silver,Central
C11627,36,Male,Married,Self-Employed,2203144,Metro,Graduate,Own,0,Yes,Yes,None,Central
C11628,65,Female,Married,Self-Employed,2739112,Rural,Professional,Family,0,Yes,Yes,Platinum,South
C11629,62,Female,Divorced,Salaried,1589286,Semi-Urban,Postgraduate,Own,1,Yes,Yes,Platinum,Central
C11630,64,Other,Divorced,Student,2186657,Metro,Postgraduate,Rent,2,Yes,Yes,Silver,East
C11631,22,Female,Single,Salaried,978161,Urban,High School,Rent,0,Yes,Yes,Silver,Central
C11632,55,Male,Single,Salaried,2247126,Metro,Professional,Own,0,Yes,Yes,Silver,West
C11633,62,Male,Married,Salaried,2564230,Semi-Urban,High School,Family,2,Yes,Yes,Silver,South
C11634,54,Male,Divorced,Salaried,1928863,Urban,Graduate,Rent,2,Yes,Yes,Silver,East
C11635,50,Male,Single,Salaried,1005903,Metro,Postgraduate,Own,4,Yes,Yes,Silver,North
C11636,33,Male,Married,Self-Employed,675591,Metro,Graduate,Own,0,Yes,No,Silver,West
C11637,33,Female,Married,Salaried,1778717,Semi-Urban,Professional,Own,3,Yes,Yes,None,Central
C11638,38,Male,Married,Self-Employed,1773121,Urban,Professional,Rent,4,Yes,Yes,Silver,West
C11639,52,Male,Married,Self-Employed,1471869,Urban,High School,Own,3,No,Yes,None,North
C11640,52,Male,Married,Self-Employed,426780,Semi-Urban,Postgraduate,Own,2,No,Yes,Silver,South
C11641,55,Female,Widowed,Unemployed,2170810,Semi-Urban,High School,Own,4,Yes,No,Silver,South
C11642,59,Female,Married,Salaried,1784169,Urban,Postgraduate,Own,1,Yes,Yes,Silver,South
C11643,66,Female,Married,Self-Employed,1430196,Rural,Postgraduate,Family,4,Yes,Yes,Platinum,West
C11644,49,Male,Single,Retired,1149620,Metro,Graduate,Family,4,Yes,Yes,Silver,East
C11645,69,Female,Married,Salaried,2007658,Metro,Postgraduate,Rent,2,Yes,Yes,None,Central
C11646,49,Male,Single,Self-Employed,2007411,Rural,Postgraduate,Family,0,Yes,Yes,None,North
C11647,64,Female,Single,Salaried,459450,Rural,Graduate,Rent,2,No,Yes,Silver,West
C11648,36,Female,Married,Salaried,2451063,Metro,Graduate,Rent,2,Yes,Yes,Gold,North
C11649,64,Male,Married,Student,210818,Rural,High School,Family,2,Yes,Yes,Silver,West
C11650,67,Female,Married,Unemployed,206202,Metro,Graduate,Own,3,Yes,Yes,Gold,Central
C11651,30,Female,Single,Self-Employed,444015,Semi-Urban,Graduate,Own,1,Yes,Yes,None,West
C11652,50,Male,Married,Retired,1287522,Metro,Postgraduate,Own,3,No,Yes,None,South
C11653,45,Female,Married,Self-Employed,2576327,Metro,Postgraduate,Own,4,Yes,Yes,Platinum,West
C11654,59,Male,Married,Salaried,2703666,Urban,Graduate,Family,2,Yes,Yes,None,West
C11655,40,Male,Single,Student,2003851,Rural,Graduate,Family,0,Yes,Yes,None,Central
C11656,25,Male,Married,Retired,2755679,Semi-Urban,Graduate,Rent,2,Yes,Yes,None,South
C11657,21,Male,Married,Salaried,1701404,Rural,Graduate,Own,3,Yes,No,Platinum,Central
C11658,50,Female,Single,Salaried,1236076,Urban,Postgraduate,Family,1,No,Yes,Silver,North
C11659,69,Male,Single,Salaried,2409364,Urban,Graduate,Own,3,Yes,Yes,Gold,West
C11660,23,Female,Married,Salaried,1672634,Metro,Graduate,Rent,2,Yes,Yes,Gold,Central
C11661,65,Male,Married,Self-Employed,2226178,Metro,Graduate,Rent,1,Yes,Yes,Platinum,East
C11662,34,Other,Married,Salaried,426405,Urban,Graduate,Own,0,Yes,Yes,Gold,East
C11663,50,Female,Married,Self-Employed,1213530,Semi-Urban,Postgraduate,Family,3,Yes,Yes,Silver,East
C11664,24,Female,Single,Retired,876726,Semi-Urban,Postgraduate,Rent,3,Yes,Yes,Silver,Central
C11666,38,Male,Single,Salaried,2136898,Metro,Graduate,Rent,4,Yes,Yes,Gold,West
C11667,57,Male,Single,Salaried,2652792,Semi-Urban,Postgraduate,Own,1,Yes,Yes,None,East
C11668,45,Male,Single,Salaried,2190137,Semi-Urban,Postgraduate,Rent,3,Yes,Yes,None,South
C11669,68,Female,Married,Unemployed,1647872,Urban,Graduate,Own,4,Yes,Yes,Silver,East
C11670,21,Female,Single,Salaried,1457965,Semi-Urban,Graduate,Rent,0,Yes,No,None,East
C11671,66,Male,Divorced,Salaried,315446,Urban,High School,Own,3,Yes,Yes,Silver,West
C11672,35,Male,Married,Self-Employed,2802643,Rural,Graduate,Rent,3,Yes,No,None,East
C11673,29,Female,Divorced,Salaried,1542662,Metro,Postgraduate,Own,2,Yes,Yes,None,East
C11674,35,Male,Divorced,Unemployed,2838456,Urban,Graduate,Own,3,Yes,Yes,Gold,West
C11675,69,Female,Married,Retired,2321384,Metro,Postgraduate,Rent,0,No,Yes,Platinum,East
C11676,44,Female,Married,Salaried,1047360,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Platinum,Central
C11677,24,Female,Single,Self-Employed,986028,Metro,Graduate,Family,1,Yes,Yes,Silver,South
C11678,32,Male,Single,Student,1833227,Urban,Graduate,Rent,0,Yes,Yes,Silver,Central
C11679,57,Male,Married,Self-Employed,1122950,Semi-Urban,Graduate,Own,1,Yes,Yes,Gold,East
C11680,57,Female,Single,Self-Employed,2026825,Urban,Postgraduate,Own,0,Yes,Yes,Silver,South
C11681,63,Female,Widowed,Salaried,2637077,Urban,Graduate,Own,4,Yes,No,Silver,North
C11682,26,Male,Married,Salaried,2143678,Metro,Postgraduate,Own,2,Yes,Yes,None,South
C11683,59,Male,Married,Retired,1626392,Metro,Graduate,Own,4,Yes,Yes,Platinum,West
C11684,66,Female,Single,Salaried,1707996,Rural,Graduate,Rent,1,Yes,Yes,Silver,South
C11685,44,Female,Married,Self-Employed,2160166,Semi-Urban,Professional,Own,1,Yes,Yes,Gold,Central
C11686,31,Female,Single,Student,246094,Semi-Urban,Professional,Family,3,Yes,Yes,Platinum,West
C11687,33,Other,Married,Salaried,1739858,Urban,Graduate,Family,2,Yes,Yes,Silver,Central
C11688,54,Male,Single,Self-Employed,2049830,Metro,High School,Rent,4,Yes,Yes,None,Central
C11689,45,Male,Married,Salaried,1789689,Metro,Graduate,Own,4,Yes,Yes,Silver,North
C11690,27,Female,Single,Self-Employed,2218157,Metro,Professional,Family,1,Yes,Yes,Gold,East
C11691,24,Female,Single,Salaried,1663853,Semi-Urban,High School,Own,2,Yes,Yes,Silver,North
C11692,28,Male,Married,Salaried,486993,Urban,Professional,Own,4,No,Yes,None,East
C11693,40,Male,Single,Retired,1957801,Urban,Graduate,Own,2,Yes,Yes,Gold,Central
C11694,49,Female,Married,Salaried,1274178,Rural,High School,Own,2,Yes,Yes,Gold,South
C11695,65,Male,Single,Retired,2129468,Urban,Professional,Own,4,Yes,Yes,None,East
C11696,66,Male,Single,Retired,1995605,Rural,Professional,Own,2,Yes,Yes,Gold,North
C11697,30,Female,Married,Retired,1153398,Metro,Postgraduate,Family,0,No,Yes,Silver,West
C11698,63,Female,Single,Retired,1792616,Rural,Graduate,Family,1,Yes,Yes,Gold,North
C11699,54,Female,Single,Student,1933076,Semi-Urban,Postgraduate,Rent,2,Yes,Yes,Gold,Central
C11700,46,Male,Married,Retired,352711,Urban,Postgraduate,Own,2,Yes,Yes,Gold,Central
C11701,61,Female,Single,Salaried,1649858,Urban,Postgraduate,Own,0,Yes,Yes,Platinum,North
C11702,69,Female,Single,Student,2292956,Rural,Postgraduate,Own,3,Yes,Yes,Platinum,North
C11703,23,Female,Single,Student,277045,Urban,High School,Rent,2,Yes,No,Gold,West
C11704,26,Female,Married,Salaried,1387909,Metro,High School,Own,4,Yes,Yes,Gold,East
C11705,25,Male,Married,Self-Employed,933664,Rural,Graduate,Own,3,Yes,Yes,None,Central
C11706,25,Male,Single,Salaried,1341265,Urban,Graduate,Own,3,Yes,Yes,Silver,East
C11707,67,Male,Married,Student,1538352,Urban,Postgraduate,Rent,0,Yes,No,Platinum,Central
C11708,43,Male,Single,Salaried,762873,Metro,Graduate,Rent,4,Yes,Yes,Gold,Central
C11709,69,Female,Married,Salaried,200116,Metro,Graduate,Family,3,Yes,No,Gold,North
C11710,29,Female,Single,Self-Employed,2574912,Semi-Urban,Graduate,Rent,2,Yes,Yes,Silver,North
C11711,55,Female,Married,Salaried,545877,Urban,Graduate,Own,0,Yes,Yes,Silver,South
C11712,40,Female,Widowed,Salaried,837534,Rural,Professional,Own,0,No,Yes,Silver,North
C11713,69,Male,Married,Salaried,2674887,Semi-Urban,Professional,Own,0,Yes,No,Platinum,South
C11714,62,Male,Widowed,Salaried,396508,Rural,Doctorate,Own,1,Yes,Yes,Silver,Central
C11715,55,Male,Single,Salaried,470829,Metro,Postgraduate,Own,3,Yes,Yes,Silver,West
C11716,38,Male,Single,Salaried,2811261,Metro,Graduate,Own,4,Yes,Yes,Gold,East
C11717,37,Male,Single,Salaried,1842258,Urban,Professional,Own,4,Yes,Yes,Silver,East
C11718,44,Female,Single,Salaried,1918074,Metro,High School,Family,1,Yes,Yes,Silver,West
C11719,23,Other,Single,Salaried,2316219,Semi-Urban,Doctorate,Rent,2,Yes,Yes,Silver,West
C11720,52,Male,Single,Unemployed,1957263,Semi-Urban,Graduate,Rent,3,Yes,Yes,Gold,North
C11721,55,Male,Married,Salaried,2399186,Urban,Postgraduate,Own,0,Yes,Yes,Silver,Central
C11722,58,Female,Single,Self-Employed,2991908,Metro,Postgraduate,Own,1,Yes,Yes,Silver,East
C11723,33,Male,Single,Self-Employed,2810197,Metro,Postgraduate,Own,1,Yes,Yes,Silver,West
C11724,67,Female,Single,Student,835474,Metro,Professional,Own,3,Yes,No,Platinum,Central
C11725,45,Female,Divorced,Unemployed,2335363,Semi-Urban,Graduate,Family,4,Yes,Yes,None,East
C11726,29,Female,Single,Self-Employed,2655812,Metro,Graduate,Own,3,Yes,Yes,Silver,Central
C11728,24,Male,Married,Self-Employed,404696,Rural,Graduate,Own,4,Yes,Yes,Silver,South
C11729,34,Female,Married,Salaried,502871,Semi-Urban,Postgraduate,Rent,3,Yes,Yes,Silver,East
C11730,57,Male,Married,Salaried,2835904,Rural,Graduate,Own,4,Yes,Yes,Silver,South
C11731,54,Female,Single,Salaried,1167281,Urban,Professional,Family,1,Yes,Yes,Silver,Central
C11732,31,Male,Single,Student,1359451,Rural,Graduate,Own,4,Yes,Yes,Silver,North
C11733,61,Male,Married,Self-Employed,870766,Semi-Urban,Graduate,Rent,3,Yes,Yes,Silver,West
C11734,23,Female,Single,Retired,2811028,Urban,Graduate,Family,2,Yes,Yes,Silver,South
C11735,48,Female,Single,Salaried,1851899,Metro,Postgraduate,Family,3,Yes,Yes,Silver,North
C11736,49,Female,Single,Self-Employed,1975634,Rural,Graduate,Own,1,Yes,Yes,Silver,East
C11737,29,Female,Divorced,Self-Employed,2361238,Urban,Professional,Rent,4,Yes,No,Gold,West
C11738,23,Female,Married,Salaried,1910733,Metro,High School,Family,4,Yes,Yes,Silver,Central
C11739,45,Male,Married,Salaried,2302010,Metro,High School,Rent,4,Yes,Yes,Platinum,West
C11740,54,Female,Married,Salaried,1446021,Metro,Graduate,Family,1,Yes,Yes,Platinum,North
C11741,32,Female,Divorced,Self-Employed,2028831,Urban,Postgraduate,Rent,3,Yes,Yes,Gold,North
C11742,62,Female,Married,Self-Employed,2821297,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,None,East
C11743,29,Female,Married,Student,1185055,Urban,Doctorate,Family,2,Yes,Yes,Silver,Central
C11744,35,Male,Divorced,Salaried,2554183,Semi-Urban,Graduate,Rent,2,Yes,Yes,Silver,East
C11745,60,Female,Married,Self-Employed,1246101,Urban,Postgraduate,Own,0,Yes,Yes,Gold,Central
C11746,45,Male,Single,Self-Employed,2551175,Metro,Professional,Own,2,No,Yes,None,East
C11747,25,Male,Single,Salaried,527653,Metro,Professional,Family,0,Yes,Yes,Silver,West
C11749,31,Female,Married,Salaried,2607689,Semi-Urban,Graduate,Own,4,Yes,Yes,Silver,Central
C11750,54,Male,Married,Retired,1649026,Metro,Graduate,Family,1,Yes,Yes,Silver,Central
C11751,44,Female,Married,Salaried,2755967,Semi-Urban,Doctorate,Own,1,Yes,Yes,Silver,Central
C11752,35,Male,Married,Salaried,372061,Metro,Postgraduate,Family,1,Yes,Yes,Silver,East
C11753,58,Male,Married,Self-Employed,2613100,Semi-Urban,Graduate,Family,4,Yes,Yes,Silver,East
C11754,28,Female,Married,Student,1566661,Semi-Urban,Postgraduate,Family,4,Yes,Yes,Silver,East
C11755,25,Female,Married,Retired,2058575,Metro,Graduate,Own,3,Yes,Yes,Silver,North
C11756,68,Female,Single,Salaried,1844250,Semi-Urban,Postgraduate,Family,2,Yes,Yes,Platinum,West
C11757,46,Female,Widowed,Student,1041948,Urban,Graduate,Rent,4,Yes,No,Silver,East
C11758,38,Female,Married,Salaried,1376768,Semi-Urban,High School,Own,2,Yes,Yes,Gold,West
C11759,26,Male,Married,Student,1531869,Semi-Urban,Professional,Family,1,No,Yes,Silver,South
C11760,57,Male,Single,Student,2255191,Metro,Graduate,Own,2,Yes,Yes,Silver,East
C11761,68,Male,Single,Self-Employed,1513599,Semi-Urban,Graduate,Own,3,Yes,Yes,Silver,Central
C11762,33,Female,Married,Salaried,2135500,Metro,Graduate,Rent,1,Yes,Yes,None,Central
C11763,48,Female,Married,Retired,808989,Urban,Graduate,Rent,2,Yes,No,Silver,South
C11764,25,Male,Married,Salaried,1195353,Metro,Graduate,Family,3,Yes,Yes,Silver,East
C11765,33,Female,Single,Salaried,282195,Urban,Postgraduate,Own,2,Yes,Yes,Gold,Central
C11766,37,Female,Married,Salaried,2558139,Metro,High School,Own,3,Yes,Yes,Gold,Central
C11767,60,Male,Married,Self-Employed,217650,Urban,Graduate,Family,2,Yes,Yes,None,South
C11768,65,Male,Single,Salaried,534256,Urban,Doctorate,Own,1,Yes,No,None,Central
C11769,52,Female,Married,Salaried,499016,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,West
C11770,49,Female,Married,Retired,1624228,Semi-Urban,Doctorate,Family,0,Yes,Yes,Gold,West
C11771,23,Female,Married,Salaried,1767652,Semi-Urban,High School,Rent,3,Yes,Yes,Silver,North
C11773,60,Male,Married,Student,2393155,Metro,Postgraduate,Own,2,Yes,Yes,Silver,North
C11774,54,Other,Married,Salaried,2027420,Metro,Graduate,Family,2,Yes,Yes,Silver,East
C11775,60,Male,Widowed,Self-Employed,2280222,Rural,Graduate,Family,2,Yes,No,Silver,North
C11776,47,Male,Single,Salaried,2914751,Urban,Postgraduate,Family,4,No,Yes,Platinum,Central
C11777,33,Other,Married,Self-Employed,1420136,Urban,High School,Own,3,Yes,Yes,Silver,Central
C11778,65,Male,Single,Self-Employed,431183,Metro,Graduate,Own,2,Yes,Yes,Silver,East
